x_2 y_2 r_2 " " x_1 y_1 r_1 " " dx dy dr " " abs(dx+dy)% dr%
0.418 0.185 0.033 " " 0.415625 0.184375 0.033 " " 0.002 0.001 0.0 " " 0.10200000000000001 0.0
0.158 0.701 0.032 " " 0.159375 0.698438 0.031 " " 0.002 0.002 0.001 " " 0.202 0.1
0.091 0.33 0.026 " " 0.090625 0.330469 0.025 " " 0.0 0.0 0.001 " " 0.0 0.1
0.775 0.695 0.029 " " 0.775781 0.696094 0.028 " " 0.001 0.001 0.001 " " 0.101 0.1
0.285 0.477 0.032 " " 0.285937 0.475781 0.033 " " 0.001 0.002 0.001 " " 0.201 0.1
0.641 0.303 0.045 " " 0.642187 0.303125 0.041 " " 0.001 0.0 0.004 " " 0.001 0.4
0.64 0.083 0.036 " " 0.639844 0.0789063 0.036 " " 0.0 0.004 0.0 " " 0.4 0.0
0.834 0.378 0.03 " " 0.834375 0.376563 0.03 " " 0.001 0.002 0.0 " " 0.201 0.0
0.483 0.577 0.035 " " 0.482031 0.576563 0.031 " " 0.001 0.001 0.004 " " 0.101 0.4
0.741 0.654 0.03 " " 0.739844 0.655469 0.034 " " 0.001 0.002 0.004 " " 0.201 0.4
0.059 0.569 0.029 " " 0.0609375 0.569531 0.026 " " 0.002 0.001 0.003 " " 0.10200000000000001 0.3
0.449 0.558 0.03 " " 0.448438 0.559375 0.026 " " 0.001 0.002 0.004 " " 0.201 0.4
0.079 0.527 0.027 " " 0.0796875 0.528125 0.023 " " 0.001 0.001 0.004 " " 0.101 0.4
0.701 0.099 0.038 " " 0.701563 0.1 0.039 " " 0.001 0.001 0.001 " " 0.101 0.1
0.576 0.295 0.041 " " 0.578906 0.292188 0.043 " " 0.003 0.003 0.002 " " 0.303 0.2
0.399 0.261 0.044 " " 0.396094 0.259375 0.043 " " 0.003 0.002 0.001 " " 0.203 0.1
0.822 0.156 0.042 " " 0.821094 0.155469 0.039 " " 0.001 0.001 0.003 " " 0.101 0.3
0.165 0.59 0.025 " " 0.165625 0.589844 0.025 " " 0.001 0.0 0.0 " " 0.001 0.0
0.927 0.385 0.031 " " 0.928906 0.383594 0.038 " " 0.002 0.002 0.007 " " 0.202 0.7000000000000001
0.602 0.19 0.035 " " 0.602344 0.191406 0.041 " " 0.001 0.002 0.006 " " 0.201 0.6
0.231 0.364 0.023 " " 0.23125 0.365625 0.027 " " 0.0 0.002 0.004 " " 0.2 0.4
0.834 0.106 0.029 " " 0.83125 0.107813 0.032 " " 0.002 0.002 0.003 " " 0.202 0.3
0.164 0.317 0.031 " " 0.167187 0.315625 0.029 " " 0.003 0.002 0.002 " " 0.203 0.2
0.134 0.172 0.025 " " 0.134375 0.171094 0.023 " " 0.001 0.001 0.002 " " 0.101 0.2
0.013 0.739 0.032 " " 0.0132813 0.738281 0.032 " " 0.001 0.001 0.0 " " 0.101 0.0
0.245 0.399 0.029 " " 0.244531 0.399219 0.027 " " 0.0 0.0 0.002 " " 0.0 0.2
0.536 0.567 0.037 " " 0.535156 0.564844 0.035 " " 0.001 0.002 0.002 " " 0.201 0.2
0.17 0.491 0.03 " " 0.169531 0.492188 0.033 " " 0.0 0.001 0.003 " " 0.1 0.3
0.215 0.476 0.028 " " 0.217187 0.472656 0.026 " " 0.002 0.003 0.002 " " 0.302 0.2
0.185 0.131 0.036 " " 0.188281 0.129688 0.035 " " 0.003 0.002 0.001 " " 0.203 0.1
0.317 0.53 0.028 " " 0.319531 0.53125 0.027 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.53 0.173 0.04 " " 0.53125 0.175781 0.04 " " 0.002 0.002 0.0 " " 0.202 0.0
0.441 0.252 0.031 " " 0.439844 0.251563 0.027 " " 0.001 0.001 0.004 " " 0.101 0.4
0.431 0.412 0.044 " " 0.432813 0.410156 0.046 " " 0.002 0.002 0.002 " " 0.202 0.2
0.291 0.206 0.053 " " 0.290625 0.203125 0.052 " " 0.0 0.003 0.001 " " 0.3 0.1
0.867 0.407 0.033 " " 0.869531 0.416406 0.036 " " 0.003 0.009 0.003 " " 0.9029999999999999 0.3
0.38 0.593 0.028 " " 0.378125 0.592969 0.028 " " 0.002 0.0 0.0 " " 0.002 0.0
0.835 0.061 0.034 " " 0.835156 0.0585938 0.03 " " 0.0 0.002 0.004 " " 0.2 0.4
0.073 0.086 0.03 " " 0.0742188 0.0867188 0.028 " " 0.001 0.001 0.002 " " 0.101 0.2
0.762 0.385 0.035 " " 0.7625 0.382812 0.035 " " 0.0 0.002 0.0 " " 0.2 0.0
0.492 0.076 0.045 " " 0.494531 0.0757812 0.043 " " 0.002 0.0 0.002 " " 0.002 0.2
0.545 0.259 0.03 " " 0.542969 0.2625 0.031 " " 0.002 0.003 0.001 " " 0.302 0.1
0.988 0.173 0.026 " " 0.989062 0.170312 0.026 " " 0.002 0.003 0.0 " " 0.302 0.0
0.119 0.679 0.024 " " 0.121094 0.68125 0.025 " " 0.002 0.002 0.001 " " 0.202 0.1
0.096 0.248 0.036 " " 0.09375 0.250781 0.034 " " 0.002 0.002 0.002 " " 0.202 0.2
0.35 0.599 0.026 " " 0.350781 0.602344 0.023 " " 0.001 0.003 0.003 " " 0.301 0.3
0.893 0.627 0.03 " " 0.896094 0.628125 0.027 " " 0.003 0.002 0.003 " " 0.203 0.3
0.248 0.588 0.024 " " 0.247656 0.589063 0.024 " " 0.0 0.002 0.0 " " 0.2 0.0
0.713 0.447 0.035 " " 0.714063 0.446875 0.035 " " 0.001 0.0 0.0 " " 0.001 0.0
0.127 0.769 0.028 " " 0.125781 0.770312 0.028 " " 0.002 0.002 0.0 " " 0.202 0.0
0.123 0.124 0.03 " " 0.124219 0.123438 0.032 " " 0.001 0.001 0.002 " " 0.101 0.2
0.985 0.456 0.023 " " 0.9875 0.457031 0.026 " " 0.002 0.001 0.003 " " 0.10200000000000001 0.3
0.62 0.574 0.027 " " 0.620313 0.571875 0.025 " " 0.001 0.002 0.002 " " 0.201 0.2
0.102 0.816 0.033 " " 0.0992187 0.8125 0.026 " " 0.003 0.003 0.007 " " 0.303 0.7000000000000001
0.672 0.178 0.041 " " 0.679688 0.179688 0.043 " " 0.008 0.002 0.002 " " 0.20800000000000002 0.2
0.199 0.35 0.028 " " 0.2 0.348437 0.024 " " 0.001 0.002 0.004 " " 0.201 0.4
0.728 0.254 0.025 " " 0.728125 0.253125 0.024 " " 0.0 0.001 0.001 " " 0.1 0.1
0.275 0.434 0.026 " " 0.272656 0.434375 0.024 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.781 0.198 0.039 " " 0.785156 0.1875 0.028 " " 0.004 0.01 0.011 " " 1.004 1.0999999999999999
0.079 0.609 0.026 " " 0.0765625 0.608594 0.027 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.615 0.423 0.042 " " 0.615625 0.421094 0.042 " " 0.001 0.002 0.0 " " 0.201 0.0
0.245 0.503 0.026 " " 0.246094 0.505469 0.027 " " 0.002 0.002 0.001 " " 0.202 0.1
0.762 0.254 0.029 " " 0.764844 0.253125 0.03 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.42 0.586 0.022 " " 0.421094 0.586719 0.022 " " 0.001 0.001 0.0 " " 0.101 0.0
0.705 0.73 0.029 " " 0.704687 0.728906 0.028 " " 0.0 0.001 0.001 " " 0.1 0.1
0.491 0.212 0.024 " " 0.492188 0.214844 0.027 " " 0.002 0.002 0.003 " " 0.202 0.3
0.034 0.827 0.029 " " 0.034375 0.826563 0.026 " " 0.0 0.0 0.003 " " 0.0 0.3
0.971 0.501 0.037 " " 0.973437 0.499219 0.035 " " 0.002 0.002 0.002 " " 0.202 0.2
0.192 0.727 0.025 " " 0.194531 0.727344 0.026 " " 0.002 0.0 0.001 " " 0.002 0.1
0.314 0.579 0.027 " " 0.314063 0.582031 0.026 " " 0.0 0.003 0.001 " " 0.3 0.1
0.173 0.434 0.026 " " 0.169531 0.435156 0.027 " " 0.003 0.001 0.001 " " 0.10300000000000001 0.1
0.365 0.166 0.044 " " 0.359375 0.171094 0.045 " " 0.005 0.005 0.001 " " 0.505 0.1
0.08 0.672 0.038 " " 0.0789063 0.66875 0.04 " " 0.002 0.003 0.002 " " 0.302 0.2
0.261 0.535 0.028 " " 0.258594 0.535937 0.025 " " 0.002 0.001 0.003 " " 0.10200000000000001 0.3
0.461 0.194 0.027 " " 0.461719 0.194531 0.026 " " 0.001 0.001 0.001 " " 0.101 0.1
0.545 0.484 0.027 " " 0.546094 0.486719 0.024 " " 0.001 0.002 0.003 " " 0.201 0.3
0.391 0.651 0.029 " " 0.389844 0.654688 0.03 " " 0.001 0.004 0.001 " " 0.401 0.1
0.125 0.493 0.041 " " 0.121875 0.491406 0.036 " " 0.003 0.002 0.005 " " 0.203 0.5
0.377 0.362 0.023 " " 0.378125 0.361719 0.026 " " 0.001 0.0 0.003 " " 0.001 0.3
0.218 0.22 0.03 " " 0.217969 0.220313 0.026 " " 0.0 0.001 0.004 " " 0.1 0.4
0.064 0.726 0.025 " " 0.065625 0.725 0.027 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.111 0.384 0.035 " " 0.110937 0.383594 0.034 " " 0.0 0.0 0.001 " " 0.0 0.1
0.009 0.402 0.021 " " 0.0101562 0.403906 0.025 " " 0.001 0.002 0.004 " " 0.201 0.4
0.972 0.655 0.03 " " 0.971094 0.653906 0.03 " " 0.001 0.002 0.0 " " 0.201 0.0
0.815 0.559 0.035 " " 0.817187 0.560156 0.034 " " 0.002 0.002 0.001 " " 0.202 0.1
0.209 0.17 0.025 " " 2 2 2 " " 2 2 2 " " 202 200
0.082 0.477 0.033 " " 0.08125 0.478906 0.035 " " 0.001 0.002 0.002 " " 0.201 0.2
0.797 0.096 0.028 " " 0.79375 0.0960938 0.026 " " 0.003 0.0 0.002 " " 0.003 0.2
0.416 0.552 0.025 " " 2 2 2 " " 2 2 2 " " 202 200
0.307 0.405 0.037 " " 0.30625 0.403906 0.031 " " 0.001 0.002 0.006 " " 0.201 0.6
0.475 0.263 0.023 " " 0.475 0.267188 0.022 " " 0.0 0.004 0.001 " " 0.4 0.1
0.834 0.21 0.031 " " 0.832812 0.210156 0.034 " " 0.001 0.0 0.003 " " 0.001 0.3
0.759 0.502 0.027 " " 0.759375 0.501562 0.026 " " 0.0 0.0 0.001 " " 0.0 0.1
0.384 0.1 0.049 " " 0.385156 0.096875 0.057 " " 0.002 0.003 0.008 " " 0.302 0.8
0.028 0.133 0.071 " " 0.03125 0.126563 0.063 " " 0.003 0.006 0.008 " " 0.603 0.8
0.323 0.67 0.06 " " 0.321094 0.669531 0.063 " " 0.002 0.0 0.003 " " 0.002 0.3
0.037 0.414 0.026 " " 0.0359375 0.41875 0.024 " " 0.001 0.005 0.002 " " 0.501 0.2
0.443 0.634 0.021 " " 0.467187 0.623438 0.022 " " 0.024 0.01 0.001 " " 1.024 0.1
0.77 0.579 0.027 " " 0.771094 0.58125 0.03 " " 0.002 0.002 0.003 " " 0.202 0.3
0.723 0.37 0.036 " " 0.721875 0.375 0.036 " " 0.001 0.005 0.0 " " 0.501 0.0
0.143 0.651 0.027 " " 0.146875 0.651563 0.031 " " 0.004 0.001 0.004 " " 0.10400000000000001 0.4
0.268 0.242 0.027 " " 0.269531 0.242969 0.026 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.613 0.537 0.022 " " 0.613281 0.535156 0.023 " " 0.0 0.002 0.001 " " 0.2 0.1
0.234 0.275 0.031 " " 0.239063 0.275781 0.029 " " 0.005 0.001 0.002 " " 0.10500000000000001 0.2
0.019 0.283 0.029 " " 0.0179687 0.28125 0.027 " " 0.001 0.002 0.002 " " 0.201 0.2
0.741 0.608 0.024 " " 0.74375 0.605469 0.024 " " 0.003 0.002 0.0 " " 0.203 0.0
0.501 0.652 0.035 " " 2 2 2 " " 2 2 2 " " 202 200
0.362 0.424 0.03 " " 0.360938 0.424219 0.028 " " 0.001 0.0 0.002 " " 0.001 0.2
0.43 0.52 0.021 " " 0.432813 0.520312 0.023 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.597 0.058 0.022 " " 0.595312 0.0585938 0.022 " " 0.002 0.001 0.0 " " 0.10200000000000001 0.0
0.091 0.564 0.023 " " 0.0945313 0.565625 0.024 " " 0.004 0.002 0.001 " " 0.20400000000000001 0.1
0.443 0.086 0.043 " " 0.442187 0.0851562 0.042 " " 0.001 0.001 0.001 " " 0.101 0.1
0.264 0.781 0.026 " " 0.265625 0.782031 0.028 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.898 0.281 0.038 " " 0.901563 0.278125 0.041 " " 0.003 0.003 0.003 " " 0.303 0.3
0.475 0.528 0.024 " " 0.474219 0.525781 0.026 " " 0.001 0.002 0.002 " " 0.201 0.2
0.373 0.308 0.041 " " 0.370313 0.307813 0.038 " " 0.002 0.0 0.003 " " 0.002 0.3
0.655 0.359 0.03 " " 0.653125 0.360156 0.029 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.355 0.513 0.023 " " 0.354688 0.514063 0.025 " " 0.0 0.001 0.002 " " 0.1 0.2
0.353 0.556 0.031 " " 0.355469 0.557031 0.03 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.836 0.724 0.027 " " 0.825 0.721875 0.023 " " 0.011 0.002 0.004 " " 0.21100000000000002 0.4
0.009 0.503 0.03 " " 0.0125 0.504687 0.028 " " 0.003 0.002 0.002 " " 0.203 0.2
0.03 0.549 0.024 " " 2 2 2 " " 2 2 2 " " 202 200
0.195 0.601 0.028 " " 0.19375 0.603125 0.028 " " 0.001 0.002 0.0 " " 0.201 0.0
0.11 0.297 0.033 " " 0.113281 0.298438 0.026 " " 0.003 0.002 0.007 " " 0.203 0.7000000000000001
0.354 0.225 0.028 " " 0.353906 0.224219 0.026 " " 0.0 0.001 0.002 " " 0.1 0.2
0.314 0.32 0.028 " " 0.314063 0.316406 0.027 " " 0.0 0.003 0.001 " " 0.3 0.1
0.203 0.517 0.024 " " 0.204688 0.517187 0.024 " " 0.002 0.0 0.0 " " 0.002 0.0
0.457 0.32 0.066 " " 0.453906 0.317187 0.06 " " 0.003 0.003 0.006 " " 0.303 0.6
0.453 0.605 0.024 " " 0.451562 0.603906 0.023 " " 0.002 0.002 0.001 " " 0.202 0.1
0.29 0.8 0.027 " " 0.290625 0.802344 0.028 " " 0.001 0.002 0.001 " " 0.201 0.1
0.306 0.274 0.032 " " 0.303906 0.274219 0.036 " " 0.002 0.0 0.004 " " 0.002 0.4
0.112 0.431 0.025 " " 0.114063 0.432813 0.024 " " 0.002 0.002 0.001 " " 0.202 0.1
0.503 0.406 0.069 " " 0.504687 0.404687 0.072 " " 0.002 0.001 0.003 " " 0.10200000000000001 0.3
0.255 0.665 0.03 " " 0.252344 0.664062 0.031 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.156 0.395 0.029 " " 0.15625 0.39375 0.023 " " 0.0 0.001 0.006 " " 0.1 0.6
0.945 0.438 0.032 " " 0.946875 0.439063 0.033 " " 0.002 0.002 0.001 " " 0.202 0.1
0.287 0.65 0.023 " " 2 2 2 " " 2 2 2 " " 202 200
0.094 0.198 0.027 " " 2 2 2 " " 2 2 2 " " 202 200
0.572 0.096 0.036 " " 0.571094 0.0960938 0.039 " " 0.001 0.0 0.003 " " 0.001 0.3
0.594 0.488 0.033 " " 0.59375 0.489844 0.026 " " 0.0 0.002 0.007 " " 0.2 0.7000000000000001
0.72 0.217 0.028 " " 0.721094 0.217187 0.028 " " 0.002 0.0 0.0 " " 0.002 0.0
0.037 0.303 0.024 " " 0.040625 0.303125 0.021 " " 0.003 0.0 0.003 " " 0.003 0.3
0.509 0.524 0.028 " " 0.509375 0.524219 0.027 " " 0.001 0.0 0.001 " " 0.001 0.1
0.726 0.775 0.026 " " 0.729688 0.775781 0.025 " " 0.004 0.001 0.001 " " 0.10400000000000001 0.1
0.468 0.625 0.021 " " 2 2 2 " " 2 2 2 " " 202 200
0.179 0.082 0.021 " " 0.179688 0.0789063 0.02 " " 0.001 0.003 0.001 " " 0.301 0.1
0.637 0.25 0.025 " " 0.6375 0.247656 0.022 " " 0.001 0.002 0.003 " " 0.201 0.3
0.2 0.313 0.019 " " 2 2 2 " " 2 2 2 " " 202 200
0.187 0.249 0.03 " " 2 2 2 " " 2 2 2 " " 202 200
0.209 0.098 0.022 " " 0.210938 0.0976562 0.019 " " 0.002 0.0 0.003 " " 0.002 0.3
0.759 0.153 0.024 " " 0.758594 0.154687 0.027 " " 0.0 0.002 0.003 " " 0.2 0.3
0.573 0.153 0.024 " " 0.572656 0.151562 0.021 " " 0.0 0.002 0.003 " " 0.2 0.3
0.459 0.145 0.026 " " 0.457812 0.140625 0.029 " " 0.001 0.004 0.003 " " 0.401 0.3
0.577 0.566 0.028 " " 2 2 2 " " 2 2 2 " " 202 200
0.748 0.304 0.077 " " 2 2 2 " " 2 2 2 " " 202 200
0.975 0.41 0.024 " " 0.974219 0.408594 0.022 " " 0.001 0.002 0.002 " " 0.201 0.2
0.116 0.645 0.021 " " 0.114844 0.64375 0.02 " " 0.001 0.001 0.001 " " 0.101 0.1
0.4 0.216 0.021 " " 0.403125 0.214844 0.02 " " 0.003 0.001 0.001 " " 0.10300000000000001 0.1
0.337 0.759 0.021 " " 0.336719 0.760938 0.021 " " 0.0 0.002 0.0 " " 0.2 0.0
0.545 0.128 0.03 " " 0.546875 0.127344 0.028 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.14 0.364 0.021 " " 0.144531 0.339063 0.022 " " 0.005 0.025 0.001 " " 2.505 0.1
0.695 0.34 0.023 " " 0.696094 0.339844 0.028 " " 0.002 0.0 0.005 " " 0.002 0.5
0.882 0.239 0.023 " " 0.882031 0.2375 0.023 " " 0.0 0.002 0.0 " " 0.2 0.0
0.289 0.139 0.034 " " 0.292188 0.142969 0.03 " " 0.003 0.004 0.004 " " 0.403 0.4
0.04 0.468 0.028 " " 0.0421875 0.465625 0.023 " " 0.002 0.002 0.005 " " 0.202 0.5
0.178 0.371 0.02 " " 0.178125 0.36875 0.019 " " 0.0 0.002 0.001 " " 0.2 0.1
0.801 0.45 0.02 " " 0.800781 0.446875 0.022 " " 0.0 0.003 0.002 " " 0.3 0.2
0.579 0.222 0.029 " " 2 2 2 " " 2 2 2 " " 202 200
0.734 0.509 0.023 " " 0.735156 0.508594 0.023 " " 0.001 0.001 0.0 " " 0.101 0.0
0.677 0.417 0.024 " " 0.677344 0.419531 0.026 " " 0.001 0.002 0.002 " " 0.201 0.2
0.141 0.272 0.031 " " 0.141406 0.274219 0.028 " " 0.001 0.002 0.003 " " 0.201 0.3
0.654 0.128 0.023 " " 2 2 2 " " 2 2 2 " " 202 200
0.331 0.385 0.023 " " 0.33125 0.385938 0.02 " " 0.0 0.001 0.003 " " 0.1 0.3
0.375 0.725 0.023 " " 2 2 2 " " 2 2 2 " " 202 200
0.165 0.166 0.024 " " 0.167187 0.165625 0.024 " " 0.002 0.0 0.0 " " 0.002 0.0
0.719 0.15 0.024 " " 0.721875 0.147656 0.025 " " 0.003 0.002 0.001 " " 0.203 0.1
0.83 0.508 0.025 " " 0.833594 0.507031 0.023 " " 0.003 0.001 0.002 " " 0.10300000000000001 0.2
0.677 0.138 0.022 " " 2 2 2 " " 2 2 2 " " 202 200
0.924 0.184 0.025 " " 0.921875 0.185937 0.025 " " 0.002 0.002 0.0 " " 0.202 0.0
0.784 0.534 0.023 " " 0.783594 0.530469 0.021 " " 0.001 0.003 0.002 " " 0.301 0.2
0.425 0.488 0.022 " " 2 2 2 " " 2 2 2 " " 202 200
0.87 0.493 0.031 " " 0.870313 0.491406 0.032 " " 0.001 0.002 0.001 " " 0.201 0.1
0.184 0.544 0.021 " " 0.183594 0.545313 0.024 " " 0.001 0.002 0.003 " " 0.201 0.3
0.194 0.205 0.018 " " 0.196094 0.207813 0.021 " " 0.002 0.003 0.003 " " 0.302 0.3
0.905 0.445 0.022 " " 0.903906 0.446875 0.025 " " 0.002 0.002 0.003 " " 0.202 0.3
0.738 0.709 0.021 " " 2 2 2 " " 2 2 2 " " 202 200
0.738 0.113 0.02 " " 0.739062 0.114844 0.019 " " 0.001 0.002 0.001 " " 0.201 0.1
0.118 0.351 0.019 " " 2 2 2 " " 2 2 2 " " 202 200
0.299 0.616 0.022 " " 0.302344 0.610937 0.022 " " 0.003 0.005 0.0 " " 0.503 0.0
0.786 0.748 0.022 " " 2 2 2 " " 2 2 2 " " 202 200
0.675 0.246 0.026 " " 0.676562 0.246875 0.024 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.145 0.338 0.019 " " 2 2 2 " " 2 2 2 " " 202 200
0.409 0.471 0.027 " " 2 2 2 " " 2 2 2 " " 202 200
0.543 0.523 0.02 " " 2 2 2 " " 2 2 2 " " 202 200
Boxes_list2 Boxes_list1 Cross_boxes "Lie_boxes, %" "True_Boxes>20px, %" "dR<4px, %" "dR<10px, %" "dR<4px(T), %" "dR<10px(T), %"
214 204 192 5.882 100.0 84.375 98.438 84.375 98.438
