x_2 y_2 r_2 " " x_1 y_1 r_1 " " dx dy dr " " abs(dx+dy)% dr%
0.745 0.026 0.036 " " 0.746094 0.028125 0.035 " " 0.001 0.002 0.001 " " 0.201 0.1
0.623 0.746 0.034 " " 0.622656 0.744531 0.033 " " 0.0 0.002 0.001 " " 0.2 0.1
0.059 0.457 0.051 " " 0.0578125 0.460156 0.051 " " 0.001 0.003 0.0 " " 0.301 0.0
0.212 0.348 0.027 " " 0.2125 0.347656 0.027 " " 0.0 0.001 0.0 " " 0.1 0.0
0.587 0.074 0.026 " " 0.586719 0.0734375 0.022 " " 0.0 0.001 0.004 " " 0.1 0.4
0.03 0.384 0.051 " " 0.03125 0.385938 0.051 " " 0.001 0.002 0.0 " " 0.201 0.0
0.436 0.523 0.027 " " 0.435937 0.524219 0.024 " " 0.0 0.001 0.003 " " 0.1 0.3
0.852 0.729 0.035 " " 0.852344 0.728906 0.033 " " 0.001 0.0 0.002 " " 0.001 0.2
0.417 0.334 0.031 " " 0.414844 0.333594 0.034 " " 0.002 0.0 0.003 " " 0.002 0.3
0.338 0.355 0.033 " " 0.339844 0.353125 0.034 " " 0.002 0.002 0.001 " " 0.202 0.1
0.643 0.518 0.033 " " 0.642969 0.517969 0.034 " " 0.0 0.0 0.001 " " 0.0 0.1
0.626 0.343 0.062 " " 0.626562 0.339063 0.059 " " 0.001 0.004 0.003 " " 0.401 0.3
0.127 0.476 0.033 " " 0.128125 0.475781 0.029 " " 0.002 0.0 0.004 " " 0.002 0.4
0.38 0.391 0.032 " " 0.38125 0.391406 0.032 " " 0.001 0.001 0.0 " " 0.101 0.0
0.771 0.551 0.031 " " 0.771875 0.552344 0.028 " " 0.001 0.002 0.003 " " 0.201 0.3
0.132 0.58 0.026 " " 0.133594 0.582031 0.026 " " 0.002 0.002 0.0 " " 0.202 0.0
0.891 0.296 0.036 " " 0.892187 0.297656 0.036 " " 0.002 0.002 0.0 " " 0.202 0.0
0.347 0.09 0.035 " " 0.35 0.0898438 0.034 " " 0.003 0.0 0.001 " " 0.003 0.1
0.343 0.407 0.025 " " 0.341406 0.40625 0.024 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.438 0.648 0.032 " " 0.438281 0.64375 0.031 " " 0.0 0.004 0.001 " " 0.4 0.1
0.256 0.723 0.035 " " 0.255469 0.720312 0.034 " " 0.001 0.003 0.001 " " 0.301 0.1
0.091 0.502 0.036 " " 0.0921875 0.503125 0.032 " " 0.001 0.001 0.004 " " 0.101 0.4
0.957 0.216 0.032 " " 0.95625 0.215625 0.033 " " 0.001 0.0 0.001 " " 0.001 0.1
0.101 0.296 0.031 " " 0.101562 0.296094 0.035 " " 0.001 0.0 0.004 " " 0.001 0.4
0.509 0.666 0.026 " " 0.509375 0.665625 0.025 " " 0.0 0.001 0.001 " " 0.1 0.1
0.752 0.48 0.042 " " 0.752344 0.478906 0.039 " " 0.0 0.001 0.003 " " 0.1 0.3
0.798 0.137 0.043 " " 0.79375 0.1375 0.042 " " 0.004 0.001 0.001 " " 0.10400000000000001 0.1
0.582 0.684 0.039 " " 0.58125 0.683594 0.034 " " 0.001 0.0 0.005 " " 0.001 0.5
0.742 0.286 0.037 " " 0.741406 0.289062 0.031 " " 0.001 0.003 0.006 " " 0.301 0.6
0.867 0.18 0.03 " " 0.866406 0.183594 0.037 " " 0.001 0.003 0.007 " " 0.301 0.7000000000000001
0.705 0.146 0.037 " " 0.70625 0.144531 0.036 " " 0.002 0.002 0.001 " " 0.202 0.1
0.187 0.579 0.058 " " 0.190625 0.578906 0.048 " " 0.004 0.0 0.01 " " 0.004 1.0
0.565 0.482 0.049 " " 0.567187 0.483594 0.058 " " 0.002 0.002 0.009 " " 0.202 0.8999999999999999
0.485 0.388 0.035 " " 0.485156 0.388281 0.033 " " 0.0 0.0 0.002 " " 0.0 0.2
0.019 0.19 0.044 " " 0.0210938 0.1875 0.043 " " 0.002 0.002 0.001 " " 0.202 0.1
0.263 0.678 0.024 " " 0.266406 0.680469 0.025 " " 0.003 0.002 0.001 " " 0.203 0.1
0.305 0.268 0.032 " " 0.304688 0.269531 0.031 " " 0.0 0.002 0.001 " " 0.2 0.1
0.89 0.678 0.033 " " 0.891406 0.679688 0.036 " " 0.002 0.002 0.003 " " 0.202 0.3
0.516 0.537 0.04 " " 0.515625 0.540625 0.036 " " 0.001 0.003 0.004 " " 0.301 0.4
0.255 0.389 0.033 " " 0.253906 0.389844 0.033 " " 0.001 0.001 0.0 " " 0.101 0.0
0.355 0.271 0.032 " " 0.357031 0.271094 0.033 " " 0.002 0.0 0.001 " " 0.002 0.1
0.254 0.543 0.032 " " 0.25625 0.542188 0.033 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.065 0.628 0.028 " " 0.0632813 0.628125 0.027 " " 0.002 0.0 0.001 " " 0.002 0.1
0.516 0.267 0.028 " " 0.517187 0.267969 0.031 " " 0.001 0.001 0.003 " " 0.101 0.3
0.89 0.103 0.033 " " 0.890625 0.101562 0.031 " " 0.001 0.002 0.002 " " 0.201 0.2
0.355 0.312 0.025 " " 0.354688 0.313281 0.028 " " 0.0 0.002 0.003 " " 0.2 0.3
0.431 0.188 0.027 " " 0.429688 0.1875 0.028 " " 0.002 0.0 0.001 " " 0.002 0.1
0.543 0.173 0.026 " " 0.542969 0.171875 0.025 " " 0.0 0.002 0.001 " " 0.2 0.1
0.748 0.36 0.029 " " 0.746875 0.360156 0.028 " " 0.001 0.0 0.001 " " 0.001 0.1
0.71 0.225 0.05 " " 0.711719 0.204688 0.033 " " 0.002 0.02 0.017 " " 2.002 1.7000000000000002
0.801 0.385 0.054 " " 0.799219 0.379687 0.044 " " 0.002 0.006 0.01 " " 0.602 1.0
0.968 0.445 0.028 " " 2 2 2 " " 2 2 2 " " 202 200
0.331 0.571 0.026 " " 0.328906 0.56875 0.022 " " 0.002 0.002 0.004 " " 0.202 0.4
0.323 0.475 0.029 " " 0.321094 0.476562 0.024 " " 0.002 0.002 0.005 " " 0.202 0.5
0.92 0.389 0.03 " " 0.921094 0.389844 0.029 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.25 0.201 0.031 " " 0.247656 0.2 0.027 " " 0.002 0.001 0.004 " " 0.10200000000000001 0.4
0.407 0.723 0.031 " " 0.40625 0.722656 0.031 " " 0.001 0.0 0.0 " " 0.001 0.0
0.075 0.345 0.031 " " 0.0734375 0.347656 0.027 " " 0.002 0.003 0.004 " " 0.302 0.4
0.795 0.329 0.026 " " 0.796875 0.328906 0.028 " " 0.002 0.0 0.002 " " 0.002 0.2
0.26 0.499 0.026 " " 0.260938 0.498437 0.026 " " 0.001 0.001 0.0 " " 0.101 0.0
0.428 0.449 0.035 " " 0.425781 0.453125 0.041 " " 0.002 0.004 0.006 " " 0.402 0.6
0.82 0.288 0.031 " " 0.81875 0.289062 0.027 " " 0.001 0.001 0.004 " " 0.101 0.4
0.353 0.695 0.031 " " 0.353906 0.699219 0.03 " " 0.001 0.005 0.001 " " 0.501 0.1
0.384 0.217 0.025 " " 0.385938 0.216406 0.026 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.62 0.64 0.031 " " 0.621094 0.640625 0.026 " " 0.002 0.001 0.005 " " 0.10200000000000001 0.5
0.691 0.024 0.03 " " 0.691406 0.0234375 0.027 " " 0.0 0.001 0.003 " " 0.1 0.3
0.052 0.238 0.048 " " 0.0515625 0.241406 0.043 " " 0.0 0.003 0.005 " " 0.3 0.5
0.019 0.286 0.027 " " 0.0195312 0.283594 0.027 " " 0.001 0.002 0.0 " " 0.201 0.0
0.713 0.363 0.024 " " 0.714844 0.364062 0.024 " " 0.002 0.001 0.0 " " 0.10200000000000001 0.0
0.864 0.427 0.029 " " 0.865625 0.428906 0.029 " " 0.002 0.002 0.0 " " 0.202 0.0
0.814 0.08 0.029 " " 0.8125 0.08125 0.029 " " 0.002 0.002 0.0 " " 0.202 0.0
0.631 0.138 0.025 " " 0.630469 0.136719 0.026 " " 0.001 0.001 0.001 " " 0.101 0.1
0.215 0.135 0.023 " " 0.217187 0.139062 0.023 " " 0.002 0.004 0.0 " " 0.402 0.0
0.735 0.602 0.03 " " 0.735937 0.602344 0.03 " " 0.001 0.0 0.0 " " 0.001 0.0
0.863 0.138 0.024 " " 0.860156 0.138281 0.023 " " 0.002 0.0 0.001 " " 0.002 0.1
0.269 0.252 0.033 " " 0.270312 0.250781 0.032 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.622 0.459 0.034 " " 0.623438 0.457812 0.031 " " 0.002 0.002 0.003 " " 0.202 0.3
0.944 0.505 0.039 " " 0.944531 0.505469 0.037 " " 0.001 0.0 0.002 " " 0.001 0.2
0.628 0.181 0.023 " " 0.628125 0.183594 0.025 " " 0.0 0.002 0.002 " " 0.2 0.2
0.348 0.209 0.031 " " 0.347656 0.207031 0.028 " " 0.0 0.002 0.003 " " 0.2 0.3
0.605 0.255 0.023 " " 0.605469 0.253906 0.024 " " 0.0 0.001 0.001 " " 0.1 0.1
0.295 0.201 0.031 " " 0.297656 0.202344 0.034 " " 0.002 0.002 0.003 " " 0.202 0.3
0.509 0.224 0.026 " " 0.509375 0.225 0.021 " " 0.001 0.001 0.005 " " 0.101 0.5
0.026 0.531 0.029 " " 0.0242187 0.532031 0.032 " " 0.002 0.001 0.003 " " 0.10200000000000001 0.3
0.671 0.716 0.029 " " 0.671094 0.716406 0.029 " " 0.0 0.001 0.0 " " 0.1 0.0
0.219 0.259 0.03 " " 0.217969 0.255469 0.028 " " 0.001 0.004 0.002 " " 0.401 0.2
0.472 0.537 0.053 " " 0.472656 0.536719 0.05 " " 0.001 0.001 0.003 " " 0.101 0.3
0.073 0.119 0.033 " " 0.0726563 0.11875 0.03 " " 0.0 0.0 0.003 " " 0.0 0.3
0.751 0.232 0.027 " " 0.75 0.232812 0.023 " " 0.001 0.001 0.004 " " 0.101 0.4
0.83 0.433 0.022 " " 2 2 2 " " 2 2 2 " " 202 200
0.909 0.222 0.036 " " 0.910156 0.221094 0.037 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.041 0.668 0.028 " " 0.0398437 0.66875 0.023 " " 0.002 0.001 0.005 " " 0.10200000000000001 0.5
0.191 0.193 0.041 " " 0.189063 0.186719 0.036 " " 0.002 0.006 0.005 " " 0.602 0.5
0.179 0.254 0.025 " " 0.178906 0.255469 0.026 " " 0.0 0.002 0.001 " " 0.2 0.1
0.594 0.183 0.025 " " 0.594531 0.184375 0.025 " " 0.001 0.002 0.0 " " 0.201 0.0
0.32 0.659 0.038 " " 2 2 2 " " 2 2 2 " " 202 200
0.677 0.641 0.035 " " 0.677344 0.645312 0.034 " " 0.0 0.005 0.001 " " 0.5 0.1
0.151 0.506 0.026 " " 0.150781 0.504687 0.027 " " 0.0 0.002 0.001 " " 0.2 0.1
0.306 0.58 0.023 " " 0.305469 0.58125 0.024 " " 0.001 0.001 0.001 " " 0.101 0.1
0.57 0.13 0.031 " " 0.570312 0.130469 0.026 " " 0.0 0.001 0.005 " " 0.1 0.5
0.118 0.637 0.041 " " 0.115625 0.634375 0.038 " " 0.002 0.002 0.003 " " 0.202 0.3
0.098 0.56 0.028 " " 0.0984375 0.563281 0.027 " " 0.001 0.003 0.001 " " 0.301 0.1
0.75 0.411 0.029 " " 0.75 0.410937 0.027 " " 0.0 0.0 0.002 " " 0.0 0.2
0.787 0.228 0.03 " " 0.785937 0.225781 0.025 " " 0.001 0.002 0.005 " " 0.201 0.5
0.435 0.562 0.024 " " 0.435156 0.565625 0.023 " " 0.0 0.003 0.001 " " 0.3 0.1
0.512 0.336 0.027 " " 0.517187 0.335156 0.027 " " 0.005 0.001 0.0 " " 0.10500000000000001 0.0
0.117 0.53 0.026 " " 0.116406 0.529688 0.024 " " 0.001 0.001 0.002 " " 0.101 0.2
0.365 0.502 0.02 " " 0.366406 0.503125 0.021 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.292 0.427 0.031 " " 0.292969 0.428125 0.03 " " 0.001 0.001 0.001 " " 0.101 0.1
0.295 0.623 0.025 " " 0.297656 0.622656 0.021 " " 0.002 0.001 0.004 " " 0.10200000000000001 0.4
0.553 0.701 0.025 " " 0.552344 0.700781 0.025 " " 0.001 0.0 0.0 " " 0.001 0.0
0.269 0.141 0.045 " " 0.267969 0.134375 0.044 " " 0.001 0.007 0.001 " " 0.7010000000000001 0.1
0.059 0.078 0.029 " " 0.059375 0.0734375 0.032 " " 0.0 0.005 0.003 " " 0.5 0.3
0.711 0.695 0.031 " " 0.711719 0.694531 0.032 " " 0.001 0.001 0.001 " " 0.101 0.1
0.738 0.664 0.034 " " 0.739844 0.664062 0.029 " " 0.002 0.0 0.005 " " 0.002 0.5
0.673 0.472 0.03 " " 0.671875 0.4625 0.035 " " 0.001 0.009 0.005 " " 0.9009999999999999 0.5
0.792 0.591 0.032 " " 0.790625 0.591406 0.031 " " 0.002 0.0 0.001 " " 0.002 0.1
0.347 0.455 0.034 " " 0.347656 0.450781 0.045 " " 0.001 0.005 0.011 " " 0.501 1.0999999999999999
0.369 0.573 0.023 " " 2 2 2 " " 2 2 2 " " 202 200
0.462 0.073 0.026 " " 0.465625 0.0710938 0.024 " " 0.004 0.002 0.002 " " 0.20400000000000001 0.2
0.175 0.352 0.025 " " 0.171875 0.354688 0.026 " " 0.003 0.002 0.001 " " 0.203 0.1
0.762 0.599 0.025 " " 0.761719 0.6 0.025 " " 0.0 0.001 0.0 " " 0.1 0.0
0.777 0.65 0.03 " " 0.773438 0.648438 0.029 " " 0.003 0.002 0.001 " " 0.203 0.1
0.372 0.432 0.027 " " 0.375 0.433594 0.029 " " 0.003 0.002 0.002 " " 0.203 0.2
0.883 0.623 0.03 " " 0.879687 0.61875 0.03 " " 0.003 0.005 0.0 " " 0.503 0.0
0.525 0.445 0.027 " " 0.523438 0.444531 0.025 " " 0.002 0.0 0.002 " " 0.002 0.2
0.71 0.473 0.027 " " 0.710156 0.474219 0.026 " " 0.0 0.002 0.001 " " 0.2 0.1
0.68 0.179 0.023 " " 0.68125 0.178125 0.023 " " 0.001 0.001 0.0 " " 0.101 0.0
0.407 0.287 0.026 " " 0.404687 0.283594 0.02 " " 0.002 0.003 0.006 " " 0.302 0.6
0.3 0.302 0.02 " " 2 2 2 " " 2 2 2 " " 202 200
0.237 0.477 0.024 " " 0.239844 0.477344 0.021 " " 0.003 0.001 0.003 " " 0.10300000000000001 0.3
0.071 0.178 0.031 " " 0.071875 0.183594 0.027 " " 0.001 0.005 0.004 " " 0.501 0.4
0.085 0.388 0.027 " " 0.084375 0.385156 0.027 " " 0.001 0.002 0.0 " " 0.201 0.0
0.151 0.24 0.024 " " 0.148438 0.241406 0.028 " " 0.002 0.002 0.004 " " 0.202 0.4
0.516 0.397 0.028 " " 0.515625 0.392969 0.028 " " 0.0 0.004 0.0 " " 0.4 0.0
0.841 0.613 0.028 " " 0.842188 0.610156 0.027 " " 0.001 0.003 0.001 " " 0.301 0.1
0.027 0.128 0.022 " " 2 2 2 " " 2 2 2 " " 202 200
0.491 0.287 0.021 " " 2 2 2 " " 2 2 2 " " 202 200
0.267 0.303 0.025 " " 2 2 2 " " 2 2 2 " " 202 200
0.389 0.255 0.023 " " 0.390625 0.255469 0.025 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.223 0.08 0.032 " " 2 2 2 " " 2 2 2 " " 202 200
0.438 0.238 0.035 " " 0.436719 0.2375 0.031 " " 0.001 0.001 0.004 " " 0.101 0.4
0.712 0.542 0.028 " " 0.714844 0.544531 0.029 " " 0.003 0.002 0.001 " " 0.203 0.1
0.845 0.227 0.025 " " 0.846875 0.228906 0.026 " " 0.002 0.002 0.001 " " 0.202 0.1
0.649 0.632 0.026 " " 0.650781 0.632031 0.028 " " 0.002 0.0 0.002 " " 0.002 0.2
0.573 0.361 0.019 " " 2 2 2 " " 2 2 2 " " 202 200
0.343 0.613 0.026 " " 0.344531 0.614062 0.024 " " 0.002 0.002 0.002 " " 0.202 0.2
0.47 0.442 0.023 " " 0.494531 0.470313 0.027 " " 0.025 0.028 0.004 " " 2.825 0.4
0.605 0.14 0.022 " " 0.599219 0.142969 0.021 " " 0.005 0.003 0.001 " " 0.305 0.1
0.957 0.263 0.024 " " 0.960156 0.263281 0.025 " " 0.003 0.001 0.001 " " 0.10300000000000001 0.1
0.543 0.301 0.025 " " 0.542969 0.298438 0.024 " " 0.0 0.002 0.001 " " 0.2 0.1
0.857 0.28 0.024 " " 2 2 2 " " 2 2 2 " " 202 200
0.104 0.229 0.031 " " 0.102344 0.23125 0.031 " " 0.002 0.002 0.0 " " 0.202 0.0
0.528 0.131 0.026 " " 2 2 2 " " 2 2 2 " " 202 200
0.526 0.058 0.021 " " 0.523438 0.05625 0.022 " " 0.002 0.002 0.001 " " 0.202 0.1
0.604 0.409 0.025 " " 0.600781 0.407813 0.025 " " 0.003 0.001 0.0 " " 0.10300000000000001 0.0
0.155 0.387 0.035 " " 0.153125 0.389844 0.033 " " 0.002 0.003 0.002 " " 0.302 0.2
0.926 0.664 0.025 " " 0.929688 0.663281 0.026 " " 0.004 0.001 0.001 " " 0.10400000000000001 0.1
0.435 0.728 0.027 " " 0.435156 0.728906 0.027 " " 0.0 0.001 0.0 " " 0.1 0.0
0.411 0.657 0.025 " " 0.410937 0.655469 0.031 " " 0.0 0.002 0.006 " " 0.2 0.6
0.491 0.622 0.024 " " 0.491406 0.621875 0.028 " " 0.001 0.0 0.004 " " 0.001 0.4
0.489 0.061 0.022 " " 2 2 2 " " 2 2 2 " " 202 200
0.827 0.177 0.036 " " 0.824219 0.184375 0.032 " " 0.003 0.007 0.004 " " 0.7030000000000001 0.4
0.146 0.173 0.033 " " 0.146094 0.16875 0.03 " " 0.0 0.005 0.003 " " 0.5 0.3
0.568 0.405 0.032 " " 0.571094 0.405469 0.028 " " 0.003 0.001 0.004 " " 0.10300000000000001 0.4
0.212 0.438 0.027 " " 0.207813 0.435937 0.026 " " 0.004 0.002 0.001 " " 0.20400000000000001 0.1
0.471 0.23 0.042 " " 0.470313 0.232031 0.041 " " 0.001 0.002 0.001 " " 0.201 0.1
0.33 0.716 0.027 " " 2 2 2 " " 2 2 2 " " 202 200
0.367 0.636 0.018 " " 2 2 2 " " 2 2 2 " " 202 200
0.19 0.309 0.026 " " 0.190625 0.317187 0.025 " " 0.001 0.008 0.001 " " 0.801 0.1
0.548 0.255 0.024 " " 0.55 0.257812 0.026 " " 0.002 0.002 0.002 " " 0.202 0.2
0.784 0.451 0.023 " " 0.783594 0.448438 0.022 " " 0.001 0.002 0.001 " " 0.201 0.1
0.053 0.307 0.026 " " 0.0523437 0.304688 0.026 " " 0.001 0.002 0.0 " " 0.201 0.0
0.921 0.132 0.027 " " 0.921094 0.132812 0.022 " " 0.0 0.001 0.005 " " 0.1 0.5
0.015 0.056 0.022 " " 2 2 2 " " 2 2 2 " " 202 200
0.504 0.469 0.023 " " 2 2 2 " " 2 2 2 " " 202 200
0.485 0.483 0.023 " " 2 2 2 " " 2 2 2 " " 202 200
Boxes_list2 Boxes_list1 Cross_boxes "Lie_boxes, %" "True_Boxes>20px, %" "dR<4px, %" "dR<10px, %" "dR<4px(T), %" "dR<10px(T), %"
207 200 189 5.5 100.0 76.72 97.354 76.72 97.354
